T_review,strategy,hiring_mode,seed,cum_pi,mean_K_active,n_hired_total,n_review_fired_total,dial,alpha_mean,q_a,c_auto,p
10.0,all_H,enable_hiring,2,5479.324418222168,97.5,0,3,p,,,,0.56
10.0,all_H,enable_hiring,3,5233.479825566879,90.16666666666667,0,12,p,,,,0.56
10.0,all_H,enable_hiring,4,5427.528248143752,91.0,0,11,p,,,,0.56
10.0,greedy_with_switching,enable_hiring,0,4249.180962428529,46.166666666666664,0,49,p,,,,0.56
10.0,greedy_with_switching,enable_hiring,1,4994.29059668775,62.166666666666664,0,33,p,,,,0.56
10.0,greedy_with_switching,enable_hiring,2,4470.236320936105,63.0,0,27,p,,,,0.56
10.0,greedy_with_switching,enable_hiring,3,4463.220335461972,46.666666666666664,0,45,p,,,,0.56
10.0,greedy_with_switching,enable_hiring,4,4076.4243662703248,49.0,0,45,p,,,,0.56
10.0,horizon_optimizer,enable_hiring,0,6999.268752327045,81.33333333333333,0,23,p,,,,0.56
10.0,horizon_optimizer,enable_hiring,1,6598.091888468036,86.5,0,17,p,,,,0.56
10.0,horizon_optimizer,enable_hiring,2,6765.618738933614,91.16666666666667,0,13,p,,,,0.56
10.0,horizon_optimizer,enable_hiring,3,6561.523498537821,84.66666666666667,0,19,p,,,,0.56
10.0,horizon_optimizer,enable_hiring,4,7030.596842871724,83.5,0,20,p,,,,0.56
10.0,all_H,enable_hiring,0,9328.74200309446,98.33333333333333,0,2,p,,,,0.7
10.0,all_H,enable_hiring,1,9245.629396005414,97.5,0,3,p,,,,0.7
10.0,all_H,enable_hiring,2,9844.275036263381,99.16666666666667,0,1,p,,,,0.7
10.0,all_H,enable_hiring,3,9150.273715087722,98.33333333333333,0,2,p,,,,0.7
10.0,all_H,enable_hiring,4,9468.653783401758,97.5,0,3,p,,,,0.7
10.0,greedy_with_switching,enable_hiring,0,8194.310847861443,60.833333333333336,0,31,p,,,,0.7
10.0,greedy_with_switching,enable_hiring,1,9452.155031880222,68.0,0,22,p,,,,0.7
10.0,greedy_with_switching,enable_hiring,2,8957.057112134822,70.33333333333333,0,19,p,,,,0.7
10.0,greedy_with_switching,enable_hiring,3,8341.136937590329,54.0,0,33,p,,,,0.7
10.0,greedy_with_switching,enable_hiring,4,7272.101733744499,56.5,0,33,p,,,,0.7
10.0,horizon_optimizer,enable_hiring,0,12229.41934878163,95.16666666666667,0,6,p,,,,0.7
10.0,horizon_optimizer,enable_hiring,1,11951.138242514866,96.0,0,5,p,,,,0.7
10.0,horizon_optimizer,enable_hiring,2,12462.573053942708,99.16666666666667,0,1,p,,,,0.7
10.0,horizon_optimizer,enable_hiring,3,12026.659025237352,94.16666666666667,0,7,p,,,,0.7
10.0,horizon_optimizer,enable_hiring,4,12490.595254210148,93.5,0,8,p,,,,0.7
